,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
1039,Cabedelo,BR,-6.9811,-34.8339,75.87,80,38,7.09,scattered clouds
1040,San Rafael,AR,-34.6177,-68.3301,55.44,43,0,7.7,clear sky
1041,Busselton,AU,-33.65,115.3333,49.69,87,2,12.06,clear sky
1042,Saint Anthony,US,45.0205,-93.218,83.28,44,0,8.05,clear sky
1043,Vancouver,CA,49.2497,-123.1193,80.98,56,15,5.99,few clouds
1044,Hermanus,ZA,-34.4187,19.2345,58.8,72,100,14.18,light rain
1045,Hobart,AU,-42.8794,147.3294,47.26,89,20,4.61,light rain
1046,İzmir,TR,38.4622,27.0923,81.91,50,0,12.66,clear sky
1047,Hilo,US,19.7297,-155.09,92.28,83,87,5.01,overcast clouds
1048,Nanortalik,GL,60.1432,-45.2371,43.2,94,44,7.96,scattered clouds
1049,Clyde River,CA,70.4692,-68.5914,52.9,62,80,8.66,broken clouds
1050,Khandyga,RU,62.6667,135.6,62.04,78,96,2.21,overcast clouds
1051,Mana,GF,5.6592,-53.7767,79.47,81,33,7.07,scattered clouds
1052,Mariehamn,AX,60.0973,19.9348,55.26,100,0,1.14,clear sky
1053,Punta Arenas,CL,-53.15,-70.9167,35.11,69,85,7.47,overcast clouds
1054,Longyearbyen,SJ,78.2186,15.6401,44.44,81,100,9.22,overcast clouds
1055,Biak,ID,-0.9131,122.8766,76.96,85,95,1.3,overcast clouds
1056,Cherskiy,RU,68.75,161.3,58.42,61,97,11.27,overcast clouds
1057,Bluff,NZ,-46.6,168.3333,44.8,76,99,9.42,overcast clouds
1058,Tigil',RU,57.8,158.6667,65.44,74,97,9.98,overcast clouds
1059,Cape Town,ZA,-33.9258,18.4232,60.39,80,100,8.01,moderate rain
1060,Albany,US,42.6001,-73.9662,80.67,52,71,10.85,broken clouds
1061,Qui Nhon,VN,13.7667,109.2333,78.46,79,96,4.45,overcast clouds
1062,Albany,US,42.6001,-73.9662,80.67,52,71,10.85,broken clouds
1063,Mar del Plata,AR,-38.0023,-57.5575,49.62,76,0,9.57,clear sky
1064,Bambous Virieux,MU,-20.3428,57.7575,68.22,78,94,16.71,light rain
1065,Busselton,AU,-33.65,115.3333,49.69,87,2,12.06,clear sky
1066,Hobart,AU,-42.8794,147.3294,47.26,89,20,4.61,light rain
1067,Punta Arenas,CL,-53.15,-70.9167,35.11,69,85,7.47,overcast clouds
1068,Tuatapere,NZ,-46.1333,167.6833,44.44,61,9,3.06,clear sky
1069,Airai,TL,-8.9266,125.4092,60.4,89,52,3.44,broken clouds
1070,Saint-Pierre,RE,-21.3393,55.4781,66.9,68,0,5.75,clear sky
1071,Diapaga,BF,12.0708,1.7889,70.45,95,99,7.11,moderate rain
1072,Carolina,PR,18.3808,-65.9574,84.06,78,75,10.36,broken clouds
1073,Rikitea,PF,-23.1203,-134.9692,73.2,70,70,20.15,broken clouds
1074,Khatanga,RU,71.9667,102.5,44.78,72,100,7.49,overcast clouds
1075,Longonjo,AO,-12.9067,15.2533,61.72,18,2,2.84,clear sky
1076,Chiang Khong,TH,20.2613,100.4046,72.97,100,100,2.48,overcast clouds
1077,Hasaki,JP,35.7333,140.8333,84.6,80,27,22.5,scattered clouds
1078,Labuhan,ID,-6.8844,112.2051,76.84,88,70,5.5,broken clouds
1079,Muroto-misakicho,JP,33.2833,134.15,82.69,79,100,7.94,overcast clouds
1080,Zima,RU,53.9202,102.0442,53.58,91,4,1.63,clear sky
1081,Tasiilaq,GL,65.6145,-37.6368,32.16,86,23,0.69,few clouds
1082,Hilo,US,19.7297,-155.09,92.28,83,87,5.01,overcast clouds
1083,Hermanus,ZA,-34.4187,19.2345,58.8,72,100,14.18,light rain
1084,Avera,US,33.194,-82.5271,78.85,54,99,7.52,overcast clouds
1085,Nyurba,RU,63.2842,118.3319,62.31,79,95,2.01,overcast clouds
1086,Busselton,AU,-33.65,115.3333,49.69,87,2,12.06,clear sky
1087,Molodiya,UA,48.2233,26.0214,61.0,74,80,7.65,light rain
1088,Hofn,IS,64.2539,-15.2082,51.55,86,56,14.16,broken clouds
1089,Qaanaaq,GL,77.484,-69.3632,38.93,72,96,6.87,overcast clouds
1090,Pevek,RU,69.7008,170.3133,36.37,91,85,5.93,overcast clouds
1091,Belmonte,BR,-15.8631,-38.8828,74.01,89,82,7.63,broken clouds
1092,Maningrida,AU,-12.0667,134.2667,73.72,69,23,8.08,few clouds
1093,Clyde River,CA,70.4692,-68.5914,52.9,62,80,8.66,broken clouds
1094,Constitución,CL,-35.3333,-72.4167,48.61,82,0,2.8,clear sky
1095,Flin Flon,CA,54.7682,-101.865,84.29,35,40,12.39,scattered clouds
1096,Puerto Escondido,MX,15.85,-97.0667,83.23,61,100,4.61,overcast clouds
1097,Arrondissement de Limoges,FR,45.75,1.3333,79.36,29,0,8.05,clear sky
1098,Escanaba,US,45.7453,-87.0646,71.94,37,0,5.75,clear sky
1099,Rikitea,PF,-23.1203,-134.9692,73.2,70,70,20.15,broken clouds
1100,Sitka,US,57.0531,-135.33,67.89,68,75,3.44,broken clouds
1101,Tuktoyaktuk,CA,69.4541,-133.0374,50.0,79,100,13.24,overcast clouds
1102,Vaini,TO,-21.2,-175.2,73.94,63,84,14.32,broken clouds
1103,Husavik,IS,66.0449,-17.3389,48.78,79,80,2.93,broken clouds
1104,Saint Paul Harbor,US,57.79,-152.4072,56.71,94,100,5.75,overcast clouds
1105,Saint-Philippe,RE,-21.3585,55.7679,63.99,74,30,11.92,scattered clouds
1106,Jamestown,US,42.097,-79.2353,74.71,43,0,5.01,clear sky
1107,Ushuaia,AR,-54.8,-68.3,33.06,93,94,3.65,overcast clouds
1108,Hervey Bay,AU,-25.2986,152.8535,63.01,90,100,8.01,overcast clouds
1109,Yellowknife,CA,62.456,-114.3525,62.53,40,34,11.16,scattered clouds
1110,Cape Town,ZA,-33.9258,18.4232,60.39,80,100,8.01,moderate rain
1111,Mataura,NZ,-46.1927,168.8643,44.47,63,20,2.77,few clouds
1112,New Norfolk,AU,-42.7826,147.0587,46.92,86,98,1.19,light rain
1113,La Palma,US,33.8464,-118.0467,103.96,38,20,16.11,few clouds
1114,Hithadhoo,MV,-0.6,73.0833,81.63,74,4,7.61,moderate rain
1115,Namatanai,PG,-3.6667,152.4333,82.04,75,100,8.01,light rain
1116,Batagay-Alyta,RU,67.8006,130.4114,50.02,74,100,9.24,overcast clouds
1117,Coihueco,CL,-36.6167,-71.8333,45.34,87,0,4.61,clear sky
1118,Lavrentiya,RU,65.5833,-171.0,44.42,91,86,7.14,overcast clouds
1119,Dinar,TR,38.065,30.1656,66.16,60,4,6.46,clear sky
1120,Grindavik,IS,63.8424,-22.4338,50.47,100,100,12.66,light intensity drizzle
1121,Barrow,US,71.2906,-156.7887,46.42,93,100,14.97,mist
1122,Mago,RU,53.2514,140.1822,57.72,90,100,2.89,overcast clouds
1123,Huarmey,PE,-10.0681,-78.1522,64.69,79,39,10.42,scattered clouds
1124,George Town,MY,5.4112,100.3354,81.9,86,20,2.3,few clouds
1125,Muros,ES,42.7762,-9.0603,66.09,90,33,1.03,scattered clouds
1126,Pangai,TO,-19.8,-174.35,75.6,77,59,9.46,broken clouds
1127,Albany,US,42.6001,-73.9662,80.67,52,71,10.85,broken clouds
1128,Bluff,NZ,-46.6,168.3333,44.8,76,99,9.42,overcast clouds
1129,East London,ZA,-33.0153,27.9116,63.37,66,80,4.38,broken clouds
1130,Broome,US,42.2506,-75.833,77.54,51,0,13.8,clear sky
1131,Port Blair,IN,11.6667,92.75,81.19,80,100,15.03,overcast clouds
1132,Hilo,US,19.7297,-155.09,92.28,83,87,5.01,overcast clouds
1133,Ribeira Grande,PT,38.5167,-28.7,74.64,79,84,9.51,broken clouds
1134,Rikitea,PF,-23.1203,-134.9692,73.2,70,70,20.15,broken clouds
1135,Nome,US,64.5011,-165.4064,51.17,87,100,6.91,overcast clouds
1136,Lavrentiya,RU,65.5833,-171.0,44.42,91,86,7.14,overcast clouds
1137,Gouré,NE,13.9835,10.2704,78.03,65,88,15.17,overcast clouds
1138,Nicoya,CR,10.1483,-85.452,76.91,90,99,2.68,overcast clouds
1139,Palu,ID,-0.8917,119.8707,77.52,92,98,3.83,overcast clouds
1140,Port Alfred,ZA,-33.5906,26.891,63.27,78,94,5.35,overcast clouds
1141,Havre-St-Pierre,CA,50.2334,-63.5986,62.04,94,85,6.87,overcast clouds
1142,Dikson,RU,73.5069,80.5464,43.79,92,100,18.81,overcast clouds
1143,Rikitea,PF,-23.1203,-134.9692,73.2,70,70,20.15,broken clouds
1144,George Town,MY,5.4112,100.3354,81.9,86,20,2.3,few clouds
1145,Ushuaia,AR,-54.8,-68.3,33.06,93,94,3.65,overcast clouds
1146,Geraldton,AU,-28.7667,114.6,52.21,66,0,23.02,clear sky
1147,Rikitea,PF,-23.1203,-134.9692,73.2,70,70,20.15,broken clouds
1148,Tasiilaq,GL,65.6145,-37.6368,32.16,86,23,0.69,few clouds
1149,Tiksi,RU,71.6872,128.8694,39.63,94,100,10.6,overcast clouds
1150,Dehlorān,IR,32.6941,47.2679,98.92,13,0,6.06,clear sky
1151,Jamestown,US,42.097,-79.2353,74.71,43,0,5.01,clear sky
1152,Barrow,US,71.2906,-156.7887,46.42,93,100,14.97,mist
1153,Naze,JP,28.3667,129.4833,81.21,78,100,5.41,overcast clouds
1154,Talnakh,RU,69.4865,88.3972,47.21,80,96,3.29,light rain
1155,Hithadhoo,MV,-0.6,73.0833,81.63,74,4,7.61,moderate rain
1156,Mataura,NZ,-46.1927,168.8643,44.47,63,20,2.77,few clouds
1157,Tabou,CI,4.423,-7.3528,76.26,77,99,9.46,overcast clouds
1158,Bluff,NZ,-46.6,168.3333,44.8,76,99,9.42,overcast clouds
1159,Caravelas,BR,-17.7125,-39.2481,73.11,68,100,10.8,overcast clouds
1160,Castro,BR,-24.7911,-50.0119,46.35,87,0,4.85,clear sky
1161,Bethel,US,41.3712,-73.414,84.85,59,100,3.06,overcast clouds
1162,Riyadh,SA,24.6877,46.7219,93.67,19,16,13.4,few clouds
1163,Jamestown,US,42.097,-79.2353,74.71,43,0,5.01,clear sky
1164,La Paz,BO,-16.5,-68.15,51.78,13,20,11.5,few clouds
1165,Airai,TL,-8.9266,125.4092,60.4,89,52,3.44,broken clouds
1166,Carnarvon,AU,-24.8667,113.6333,58.01,34,0,16.53,clear sky
1167,Cape Town,ZA,-33.9258,18.4232,60.39,80,100,8.01,moderate rain
1168,Khatanga,RU,71.9667,102.5,44.78,72,100,7.49,overcast clouds
1169,Ambulu,ID,-8.345,113.6058,74.66,92,81,2.64,light rain
1170,Mataura,NZ,-46.1927,168.8643,44.47,63,20,2.77,few clouds
1171,Bubaque,GW,11.2833,-15.8333,80.15,81,100,15.97,light rain
1172,Busselton,AU,-33.65,115.3333,49.69,87,2,12.06,clear sky
1173,Sistranda,NO,63.7256,8.834,51.76,87,100,13.73,overcast clouds
1174,Gravdal,NO,68.1214,13.5031,51.06,82,99,28.27,light rain
1175,Ushuaia,AR,-54.8,-68.3,33.06,93,94,3.65,overcast clouds
1176,Korbous,TN,36.8167,10.5687,78.84,69,0,4.68,clear sky
1177,Reporoa,NZ,-38.4333,176.35,48.42,50,27,5.57,scattered clouds
1178,Butaritari,KI,3.0707,172.7902,82.06,76,96,13.44,overcast clouds
1179,Poya,NC,-21.35,165.15,70.59,54,7,9.28,clear sky
1180,Rikitea,PF,-23.1203,-134.9692,73.2,70,70,20.15,broken clouds
1181,Jamestown,US,42.097,-79.2353,74.71,43,0,5.01,clear sky
1182,Najrān,SA,17.4924,44.1277,84.69,38,95,11.36,overcast clouds
1183,Hasaki,JP,35.7333,140.8333,84.6,80,27,22.5,scattered clouds
1184,Yulara,AU,-25.2406,130.9889,48.04,50,0,7.67,clear sky
1185,Mataura,NZ,-46.1927,168.8643,44.47,63,20,2.77,few clouds
1186,Tura,IN,25.5198,90.2201,73.2,93,23,5.23,few clouds
1187,Ushuaia,AR,-54.8,-68.3,33.06,93,94,3.65,overcast clouds
1188,Beringovskiy,RU,63.05,179.3167,53.74,82,100,10.56,overcast clouds
1189,Ushuaia,AR,-54.8,-68.3,33.06,93,94,3.65,overcast clouds
1190,Viranşehir,TR,37.2353,39.7631,81.45,59,0,6.89,clear sky
1191,East London,ZA,-33.0153,27.9116,63.37,66,80,4.38,broken clouds
1192,Rikitea,PF,-23.1203,-134.9692,73.2,70,70,20.15,broken clouds
1193,Jamestown,US,42.097,-79.2353,74.71,43,0,5.01,clear sky
1194,Ushuaia,AR,-54.8,-68.3,33.06,93,94,3.65,overcast clouds
1195,Alpinópolis,BR,-20.8636,-46.3881,55.9,60,0,4.34,clear sky
1196,Cap Malheureux,MU,-19.9842,57.6142,68.47,66,79,8.01,broken clouds
1197,Coahuayana Viejo,MX,18.7333,-103.6833,83.55,80,97,4.74,overcast clouds
1198,Jamestown,US,42.097,-79.2353,74.71,43,0,5.01,clear sky
1199,Bredasdorp,ZA,-34.5322,20.0403,53.1,86,100,3.98,overcast clouds
1200,Lompoc,US,34.6391,-120.4579,78.85,69,0,14.97,clear sky
1201,Kavieng,PG,-2.5744,150.7967,81.77,77,97,9.84,light rain
1202,Cape Town,ZA,-33.9258,18.4232,60.39,80,100,8.01,moderate rain
1203,Madimba,TZ,-10.4,40.3333,70.45,86,56,7.9,light rain
1204,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,55.99,100,75,4.47,broken clouds
1205,Hashtrūd,IR,37.4779,47.0508,68.41,63,0,4.97,clear sky
1206,Evensk,RU,61.95,159.2333,54.68,94,100,5.84,overcast clouds
1207,Lebu,CL,-37.6167,-73.65,49.17,92,88,4.54,overcast clouds
1208,Busselton,AU,-33.65,115.3333,49.69,87,2,12.06,clear sky
1209,San Quintín,MX,30.4833,-115.95,76.6,70,99,14.16,light rain
1210,Kapaa,US,22.0752,-159.319,85.98,70,69,5.01,broken clouds
1211,Puerto Quijarro,BO,-17.7833,-57.7667,63.41,48,0,3.36,clear sky
1212,Albany,US,42.6001,-73.9662,80.67,52,71,10.85,broken clouds
1213,Qaanaaq,GL,77.484,-69.3632,38.93,72,96,6.87,overcast clouds
1214,Okhotsk,RU,59.3833,143.3,58.75,91,100,3.24,overcast clouds
1215,Sørland,NO,67.667,12.6934,49.86,81,95,25.14,overcast clouds
1216,Grindavik,IS,63.8424,-22.4338,50.47,100,100,12.66,light intensity drizzle
1217,Saint George,US,37.1041,-113.5841,86.59,42,40,16.11,scattered clouds
1218,Rikitea,PF,-23.1203,-134.9692,73.2,70,70,20.15,broken clouds
1219,Barrow,US,71.2906,-156.7887,46.42,93,100,14.97,mist
1220,Sola,VU,-13.8833,167.55,77.41,72,99,26.91,overcast clouds
1221,Rikitea,PF,-23.1203,-134.9692,73.2,70,70,20.15,broken clouds
1222,Khatanga,RU,71.9667,102.5,44.78,72,100,7.49,overcast clouds
1223,Upernavik,GL,72.7868,-56.1549,42.04,83,100,11.05,overcast clouds
1224,Walvis Bay,NA,-22.9575,14.5053,52.09,72,0,9.19,clear sky
1225,Alofi,NU,-19.0595,-169.9187,78.15,73,44,15.43,scattered clouds
1226,Port Alfred,ZA,-33.5906,26.891,63.27,78,94,5.35,overcast clouds
1227,Ponta do Sol,PT,32.6667,-17.1,70.72,75,53,1.95,broken clouds
1228,Kavieng,PG,-2.5744,150.7967,81.77,77,97,9.84,light rain
1229,Torbay,CA,47.6666,-52.7314,58.75,94,100,8.05,light intensity drizzle
1230,Burns Lake,CA,54.2331,-125.7533,86.02,22,13,2.91,few clouds
1231,Rikitea,PF,-23.1203,-134.9692,73.2,70,70,20.15,broken clouds
1232,Porto-Novo,BJ,6.4965,2.6036,75.07,85,100,7.49,overcast clouds
1233,Clyde River,CA,70.4692,-68.5914,52.9,62,80,8.66,broken clouds
1234,Shenjiamen,CN,29.9576,122.298,82.08,87,100,16.28,overcast clouds
1235,Kapaa,US,22.0752,-159.319,85.98,70,69,5.01,broken clouds
1236,Hutchinson,US,38.0608,-97.9298,94.03,24,0,12.66,clear sky
1237,Punta Arenas,CL,-53.15,-70.9167,35.11,69,85,7.47,overcast clouds
1238,Makeni,SL,8.8833,-12.05,72.19,99,84,2.33,light rain
1239,Hirara,JP,24.8,125.2833,85.1,70,91,2.13,overcast clouds
1240,Dingle,PH,10.9995,122.6711,78.49,85,83,1.36,broken clouds
1241,Kruisfontein,ZA,-34.0033,24.7314,55.89,92,100,5.1,overcast clouds
1242,Mar del Plata,AR,-38.0023,-57.5575,49.62,76,0,9.57,clear sky
1243,Gander,CA,48.9682,-54.5906,59.16,93,100,8.05,overcast clouds
1244,Ribeira Grande,PT,38.5167,-28.7,74.64,79,84,9.51,broken clouds
1245,Kapaa,US,22.0752,-159.319,85.98,70,69,5.01,broken clouds
1246,Puerto Ayora,EC,-0.7393,-90.3518,68.56,99,100,5.01,overcast clouds
1247,Saint Paul Harbor,US,57.79,-152.4072,56.71,94,100,5.75,overcast clouds
1248,Paraná,AR,-31.732,-60.5238,58.51,71,18,7.4,few clouds
1249,Upernavik,GL,72.7868,-56.1549,42.04,83,100,11.05,overcast clouds
1250,Bluff,NZ,-46.6,168.3333,44.8,76,99,9.42,overcast clouds
1251,Airai,TL,-8.9266,125.4092,60.4,89,52,3.44,broken clouds
1252,Linxia Chengguanzhen,CN,35.6003,103.2064,69.3,83,100,1.83,overcast clouds
1253,Jamestown,US,42.097,-79.2353,74.71,43,0,5.01,clear sky
1254,Bambous Virieux,MU,-20.3428,57.7575,68.22,78,94,16.71,light rain
1255,Mossamedes,AO,-15.1961,12.1522,60.94,90,52,8.52,broken clouds
1256,Floriano,BR,-6.7669,-43.0225,83.26,28,0,1.9,clear sky
1257,Codrington,AU,-38.2667,141.9667,47.88,90,100,4.9,overcast clouds
1258,Rikitea,PF,-23.1203,-134.9692,73.2,70,70,20.15,broken clouds
1259,Busselton,AU,-33.65,115.3333,49.69,87,2,12.06,clear sky
1260,Hobart,AU,-42.8794,147.3294,47.26,89,20,4.61,light rain
1261,Sola,VU,-13.8833,167.55,77.41,72,99,26.91,overcast clouds
1262,Mataura,NZ,-46.1927,168.8643,44.47,63,20,2.77,few clouds
1263,Adrar,MR,20.5022,-10.0711,93.85,30,1,8.25,clear sky
1264,Timmins,CA,48.4669,-81.3331,65.14,43,13,7.52,few clouds
1265,Dikson,RU,73.5069,80.5464,43.79,92,100,18.81,overcast clouds
1266,College,US,64.8569,-147.8028,70.07,43,38,3.13,scattered clouds
1267,Pilar,BR,-9.5972,-35.9567,73.33,93,28,5.14,scattered clouds
1268,Nome,US,64.5011,-165.4064,51.17,87,100,6.91,overcast clouds
1269,Scarborough,GB,54.2797,-0.4044,63.34,83,21,2.01,few clouds
1270,Port Alfred,ZA,-33.5906,26.891,63.27,78,94,5.35,overcast clouds
1271,Qujing,CN,25.4833,103.7833,62.37,94,96,3.62,overcast clouds
1272,Sokoni,TZ,-6.4333,39.55,75.34,74,61,12.44,broken clouds
1273,Bredasdorp,ZA,-34.5322,20.0403,53.1,86,100,3.98,overcast clouds
1274,Malanje,AO,-9.5402,16.341,67.69,17,26,1.03,scattered clouds
1275,Örnsköldsvik,SE,63.2909,18.7153,59.95,72,100,8.05,overcast clouds
1276,Buala,SB,-8.145,159.5921,82.42,75,58,5.39,light rain
1277,Port Alfred,ZA,-33.5906,26.891,63.27,78,94,5.35,overcast clouds
1278,Nikolskoye,RU,59.7035,30.7861,66.09,78,100,6.08,overcast clouds
1279,Saint-Philippe,RE,-21.3585,55.7679,63.99,74,30,11.92,scattered clouds
1280,Torbay,CA,47.6666,-52.7314,58.75,94,100,8.05,light intensity drizzle
1281,Saint Paul Harbor,US,57.79,-152.4072,56.71,94,100,5.75,overcast clouds
1282,Busselton,AU,-33.65,115.3333,49.69,87,2,12.06,clear sky
1283,Hithadhoo,MV,-0.6,73.0833,81.63,74,4,7.61,moderate rain
1284,Kapaa,US,22.0752,-159.319,85.98,70,69,5.01,broken clouds
1285,Tailai,CN,46.3833,123.4,65.16,65,30,4.61,scattered clouds
1286,Saint-Joseph,RE,-21.3667,55.6167,62.98,71,30,11.77,scattered clouds
1287,Atherton,GB,53.5237,-2.4935,70.9,66,0,3.33,clear sky
1288,Umluj,SA,25.0213,37.2685,89.22,63,100,8.59,overcast clouds
1289,Martapura,ID,-3.4167,114.85,77.09,94,40,3.44,scattered clouds
1290,Hualmay,PE,-11.0964,-77.6139,63.34,79,23,10.67,few clouds
1291,New Norfolk,AU,-42.7826,147.0587,46.92,86,98,1.19,light rain
1292,Hambantota,LK,6.1241,81.1185,78.39,85,100,18.23,moderate rain
1293,Bilibino,RU,68.0546,166.4372,64.18,65,100,4.83,light rain
1294,Hofn,IS,64.2539,-15.2082,51.55,86,56,14.16,broken clouds
1295,Machakos,KE,-1.5167,37.2667,58.01,83,100,4.12,overcast clouds
1296,Malé,MV,4.1748,73.5089,80.76,79,60,8.75,broken clouds
1297,Barrow,US,71.2906,-156.7887,46.42,93,100,14.97,mist
1298,Mataura,NZ,-46.1927,168.8643,44.47,63,20,2.77,few clouds
1299,Antsohihy,MG,-14.8796,47.9875,69.03,60,21,9.55,few clouds
1300,Qaanaaq,GL,77.484,-69.3632,38.93,72,96,6.87,overcast clouds
1301,Nanortalik,GL,60.1432,-45.2371,43.2,94,44,7.96,scattered clouds
1302,Carnarvon,AU,-24.8667,113.6333,58.01,34,0,16.53,clear sky
1303,Vila Franca do Campo,PT,37.7167,-25.4333,73.81,88,53,7.43,broken clouds
1304,Rikitea,PF,-23.1203,-134.9692,73.2,70,70,20.15,broken clouds
1305,Bengkulu,ID,-3.8004,102.2655,75.83,91,37,3.83,scattered clouds
1306,Esperance,AU,-33.8667,121.9,53.49,67,87,7.52,overcast clouds
1307,Avera,US,33.194,-82.5271,78.85,54,99,7.52,overcast clouds
1308,Saskylakh,RU,71.9167,114.0833,44.1,67,100,7.16,overcast clouds
1309,Fernley,US,39.608,-119.2518,96.03,12,0,3.0,clear sky
1310,Vao,NC,-22.6667,167.4833,68.16,59,11,20.11,few clouds
1311,Nguru,NG,12.8791,10.4526,77.52,71,100,13.2,overcast clouds
1312,San Patricio,US,28.017,-97.5169,95.09,66,100,12.97,overcast clouds
1313,Zernograd,RU,46.8452,40.3083,82.63,43,100,12.21,overcast clouds
1314,East London,ZA,-33.0153,27.9116,63.37,66,80,4.38,broken clouds
1315,Matsubase,JP,32.65,130.6667,82.18,80,100,1.88,overcast clouds
1316,Vardø,NO,70.3705,31.1107,53.58,76,100,23.02,overcast clouds
1317,Albany,US,42.6001,-73.9662,80.67,52,71,10.85,broken clouds
1318,Jamestown,US,42.097,-79.2353,74.71,43,0,5.01,clear sky
1319,Tezu,IN,27.9167,96.1667,78.31,81,61,2.98,broken clouds
1320,Thompson,CA,55.7435,-97.8558,74.35,45,41,6.82,scattered clouds
1321,Khatanga,RU,71.9667,102.5,44.78,72,100,7.49,overcast clouds
1322,Nizhniy Tsasuchey,RU,50.5167,115.1333,62.69,56,68,6.8,broken clouds
1323,Magway,MM,20.15,94.9167,78.04,84,100,6.89,moderate rain
1324,Niimi,JP,34.9833,133.4667,83.53,95,100,1.52,overcast clouds
1325,Kieta,PG,-6.2167,155.6333,82.63,70,100,1.63,overcast clouds
1326,Busselton,AU,-33.65,115.3333,49.69,87,2,12.06,clear sky
1327,Diapaga,BF,12.0708,1.7889,70.45,95,99,7.11,moderate rain
1328,Atuona,PF,-9.8,-139.0333,77.22,68,27,25.14,scattered clouds
1329,Albany,US,42.6001,-73.9662,80.17,52,71,10.85,broken clouds
1330,Berlevåg,NO,70.8578,29.0864,53.4,82,75,39.12,broken clouds
1331,Laas,IT,46.6166,10.7002,60.75,89,90,1.79,overcast clouds
1332,Tasiilaq,GL,65.6145,-37.6368,32.16,86,23,0.69,few clouds
1333,George Town,MY,5.4112,100.3354,81.9,86,20,2.3,few clouds
1334,George Town,MY,5.4112,100.3354,81.9,86,20,2.3,few clouds
1335,Bethel,US,41.3712,-73.414,84.85,59,100,3.06,overcast clouds
1336,Dumraon,IN,25.55,84.15,80.62,79,5,8.16,clear sky
1337,Tuktoyaktuk,CA,69.4541,-133.0374,50.0,79,100,13.24,overcast clouds
1338,Jamestown,US,42.097,-79.2353,74.79,46,0,9.22,clear sky
1339,Faanui,PF,-16.4833,-151.75,78.4,75,10,14.52,clear sky
1340,Alibag,IN,18.6411,72.8792,80.67,87,86,24.29,overcast clouds
1341,Barrow,US,71.2906,-156.7887,46.42,93,100,14.97,mist
1342,Balkanabat,TM,39.5108,54.3671,84.78,23,0,12.57,clear sky
1343,Padang,ID,-0.9492,100.3543,75.25,88,71,2.51,broken clouds
1344,Port Alfred,ZA,-33.5906,26.891,63.27,78,94,5.35,overcast clouds
1345,Valdivia,CL,-39.8142,-73.2459,45.37,96,100,2.39,overcast clouds
1346,Qaanaaq,GL,77.484,-69.3632,38.93,72,96,6.87,overcast clouds
1347,Saint George,US,37.1041,-113.5841,86.59,42,40,16.11,scattered clouds
1348,Dalby,AU,-27.1833,151.2667,60.98,67,100,7.61,overcast clouds
1349,Matara,LK,5.9485,80.5353,76.75,92,87,8.39,overcast clouds
1350,Kaitangata,NZ,-46.2817,169.8464,41.74,68,20,6.69,few clouds
1351,Cherskiy,RU,68.75,161.3,58.42,61,97,11.27,overcast clouds
1352,Mount Gambier,AU,-37.8333,140.7667,48.11,100,100,9.22,moderate rain
1353,Hobart,AU,-42.8794,147.3294,47.26,89,20,4.61,light rain
1354,Yangi Marg`ilon,UZ,40.4272,71.7189,74.12,43,16,6.91,few clouds
1355,Chicama,PE,-7.8447,-79.1469,59.54,73,28,8.32,scattered clouds
1356,Arraial do Cabo,BR,-22.9661,-42.0278,68.29,74,39,19.75,scattered clouds
1357,Jamestown,US,42.097,-79.2353,74.79,46,0,9.22,clear sky
1358,Orotukan,RU,62.2667,151.7,57.72,81,100,2.28,overcast clouds
1359,Port Alfred,ZA,-33.5906,26.891,63.27,78,94,5.35,overcast clouds
1360,Atuona,PF,-9.8,-139.0333,77.22,68,27,25.14,scattered clouds
1361,Vaini,TO,-21.2,-175.2,73.94,63,84,14.32,broken clouds
1362,Rikitea,PF,-23.1203,-134.9692,73.2,70,70,20.15,broken clouds
1363,Broken Hill,AU,-31.95,141.4333,51.06,48,13,16.2,few clouds
1364,Vanderhoof,CA,54.0166,-124.0198,87.3,33,44,2.15,scattered clouds
1365,Punta Arenas,CL,-53.15,-70.9167,35.11,69,85,7.47,overcast clouds
1366,Busselton,AU,-33.65,115.3333,49.69,87,2,12.06,clear sky
1367,Lata,PT,40.1629,-8.3327,59.54,95,0,1.07,clear sky
1368,Bluff,NZ,-46.6,168.3333,44.8,76,99,9.42,overcast clouds
1369,Hobart,AU,-42.8794,147.3294,47.26,89,20,4.61,light rain
1370,Natchez,US,31.5604,-91.4032,84.42,70,75,16.11,broken clouds
1371,Salinópolis,BR,-0.6136,-47.3561,78.8,84,63,11.95,broken clouds
1372,Saldanha,ZA,-33.0117,17.9442,56.5,87,100,11.9,overcast clouds
1373,Ushuaia,AR,-54.8,-68.3,33.46,86,40,2.3,scattered clouds
1374,Ushuaia,AR,-54.8,-68.3,33.46,86,40,2.3,scattered clouds
1375,East London,ZA,-33.0153,27.9116,63.37,66,80,4.38,broken clouds
1376,Jamestown,US,42.097,-79.2353,74.79,46,0,9.22,clear sky
1377,Kapaa,US,22.0752,-159.319,85.98,70,20,17.27,few clouds
1378,Tasiilaq,GL,65.6145,-37.6368,32.16,86,23,0.69,few clouds
1379,Tuktoyaktuk,CA,69.4541,-133.0374,50.0,79,100,13.24,overcast clouds
1380,Bluff,NZ,-46.6,168.3333,44.8,76,99,9.42,overcast clouds
1381,Goundam,ML,16.4145,-3.6708,94.91,37,87,6.82,light rain
